نام,gender,score
Aimee lynn,0,0
Aimee Mae,0,0
Aimee ہو سکتا ہے,0,0
Aimee گلاب,0,0
Aimen,0,0.580645161
Aizome y,0,0
ایمیمی لاؤ,0,0
AI پرستار,0,0
Aimie,0,1
Aimiee,0,0
ایمیمی جائی,0,0
اسے حاصل,0,0
Aimme,0,1
Aimo,1,0
aimon,1,1
Aimsley,0,1
عامر,0,0
مقصد,0,1
عین,0,1
ہمیشہ,0,0
Ainara,0,1
آندریہ,1,0
مادہ,0,1
اینیس,1,0
گلابی آئن,0,0
سلسلہ,1,1
فرشتہ,0,0
فرشتہ,1,0
عین ہار,0,1
Ainhoa,0,0
میری آنکھوں,0,1
Ainka,0,1
Aino Zombies کے,0,0
صرف,0,0
ainorem,1,1
Ainslee,0,0
Ainsleigh,0,1
Ainsley,3,0
Ainslie,0,0
Ainsley,0,1
Ainsworth,1,1
پاک,0,0
Aintzane,0,0
وینک,0,1
Azley,0,1
یہ سرد تھا,0,0
Aiolos,1,0
انہوں نے دیکھا,0,1
ایون,0,1
ایئر,0,1
ایئرابیلا,0,1
ایئرابیل,0,1
پانی,0,1
ایئرالین,0,1
ایئرالین,0,1
Airam,0,0.873533246
ایران,1,1
Airan,0,1
ایئر,0,1
ایئری,0,1
ایئر,0,1
Aireanna,0,1
بند کرو,0,1
Airel,0,1
واپس اوپر واپس,0,1
اے اے لوگ,0,0.542168675
Aireon,1,0.915254237
Aireona,0,1
ایئرونا,0,1
ایئرز,1,0.78125
ایئرس,0,1
ساتھی,0,1
ایئر,0,0
فضائی,0,1
لیگان,0,1
Airiana,0,1
Airianna,0,1
ایئرک,1,1
ایئریکا,0,1
Airick,1,1
Airicka,0,1
ہوائی اڈے,1,1
Airiel,0,1
Airielle,0,1
ایئرک,1,1
ٹھیک ہے,0,1
ہوا پر,1,1
ایئرین,0,0.861111111
ایئرون,1,1
اس نے اسے دیکھا,0,1
ایئروننا,0,1
آئرش,0,0.95049505
آئرش,1,1
ایریرین,0,1
ایرلی,0,1
آئرن,1,0.973404255
ایئروناس,1,1
ایئرینشن,1,1
ایئرون,1,1
محبت للہ,0,1
Airyanna,0,1
Airyn,0,0.948979592
ایی رونا,0,1
محبت ریو,0,1
Airys,0,1
اس طرح,0,0.989816701
عیسہ,0,1
یسعیاہ,1,1
Aisatou,0,1
کیوں,1,1
Aisen,1,1
عائشہ,0,0
عائشہ,0,0
آپ عائشہ,0,1
ایشور,0,1
ہیلوسٹون,0,1
عائشہ,0,1
میں تم سے پیار کرتا ہوں,0,1
عائشہ,0,1
محبت کرنا,0,1
Achleen,0,1
Aishlin,0,1
Aishling,0,1
Aishlinn,0,0
Aishlyn,0,1
اشپریٹ,0,0
اشش,0,1
ایشوریا,0,0
آرام,0,1
عیسائی,0,1
ایسلا,0,1
Aislee,0,1
Aisleen,0,1
Aisleigh,0,1
Aisleigh rae,0,0
Aisley,0,1
ایسلین,0,0
Aislin,0,0
خواب,0,0
Aislinn,0,0
Aislyn,0,1
Aislynn,0,1
Aislynne,0,1
ایسن,1,1
دوستی,0,1
Aissa,0,1
Aissata,0,1
Aissatou,0,1
لازمی ہے,0,0
Aistis,1,1
ایشوریا,0,0
Aisya,0,1
عائشہ,0,0
میں مدد کرتا ہوں,1,1
عائشہ,0,1
اٹلی,0,1
مجھے لگتا ہے,1,0
انتھانا,0,1
Aithen,1,1
شناخت,0,0
بھارت,0,1
Aitlin,0,1
Aitor,1,0
عائشہ,0,1
Aiva,0,1
لائیو,0,1
حق,1,0.934210526
ایواراس,1,1
Aiven,1,1
ایلی,0,1
ایوی,0,1
ایوری,0,1
نو,0,1
Aixa,0,1
اے اے ذیلی,0,1
Aiyaan,1,1
کیا یہ ہے,0,1
سیاہ کرنے کے لئے,0,1
اے آئی آنکھ,1,1
Aiyana,0,1
Aiyanah,0,1
میں یہاں ہوں,0,1
ایانا,0,1
دویاہ,0,1
اییر سے,1,1
اییر سے,1,1
اییاشا,0,0
ساتھ,0,1
Aiylah,0,1
مجھ سے محبت کرو,0,1
ای یونا,0,1
ساشا,0,1
عیاض,0,0
Aiza,0,1
عائشہ,0,1
جی ہاں,1,1
عائشہ,1,1
ایزل,1,1
Aizen,1,1
اے میں اے,0,1
اوہ، ہاں,1,1
Aizlee,0,1
Aleleigh,0,1
Aizley,0,1
Aizlyn,0,1
Aizlynn,0,1
Aizza,0,1
اور,1,0.986103069
یجا,0,0.989092326
وقت,1,0
ajacis,0,1
ٹائمز,1,0
چلائیں,0,1
اجدین,1,1
اہ,0,0.731707317
اجہ,0,1
آزار,1,0
اجہن,1,1
اجائی,0,1
اجہنی,0,1
اجہنی,1,1
اجاز,1,0.505847953
Ajaipal,1,1
اوہو,1,0
مدعو کریں,1,1
Ayala میں,0,1
ٹائمس,0,1
اجمن,0,0.631578947
اجامو,1,1
کے لئے,1,1
اجانا,0,1
اجنبی,0,1
یہاں ہیں,0,1
کوشش کریں,0,1
اجنبی,0,1
Ajanea,0,1
Ajanee,0,1
واقعہ,1,1
الوداع,1,0.902604757
Ajanique,0,1
عجنان,1,1
اجارا,0,0
Ajasia,0,1
نمائندگی تنظیموں,1,1
Ajavion,1,1
ایجیکس,1,0
اجای,1,0
ایک جے,1,1
اجیا,0,1
اجایہ,0,1
میں تمہیں بتاؤں گا,1,1
Ajaycia,0,1
اجایڈن,1,1
جی ہاں,1,1
اجایلا,0,1
اجایلا,0,1
اجایپال,1,0
اجزاء,0,1
اجاز,1,1
سے aydin,1,0
Aje,0,1
Ajea,0,1
عیسی,0,0.895833333
میں تھکا ہوا ہوں,1,0
اس کی آٹا,0,1
Ajeet,1,0
غیر ملکی,0,1
Azagen,0,1
Ajene,1,0.601351351
اجای,0,1
اجھا,0,1
Whelp,0,1
جہانی,1,1
آزار,1,1
آجی,0,1
ایشیا,0,1
عجیہ,0,1
Ajiana,0,1
ajian,0,1
اجبولا,1,1
Azim,1,0
جرم,0,0
اجیت,1,0
اجتا,0,1
اجیتھ,1,1
اجیت,1,0
حالت,0,1
اجہہ,0,1
دماغ,0,0
Ajkati,0,0
Ajla,0,0
سب سے خوبصورت,1,1
سب سے خوبصورت,1,1
اجمان,1,0
اجمیر,1,0
اجمل,0,0
Ajmi,0,0
کچھ بھی,0,1
اجنبی,0,0
آگ,0,0
ڈرائیونگ,1,1
اجونی,1,1
رن وے,0,1
ملتوی,0,1
ہوا,0,0
کشتی,0,1
عائشہ,0,1
وہ جانتا ہے,0,1
حوا,0,1
اجوا,0,1
ٹھیک ہے,0,0
Ajwad,1,1
اکال,1,1
Akaaldeep,1,1
اسکاش,1,1
اککی,3,0
زیادہ تر,1,1
اکاکوکواجیم,1,1
اکاکیا,0,1
اکادیا,0,1
اککیہ,1,1
وہ رک جاتا ہے,0,1
اکائی,1,0.894594595
ایکیا,0,1
سے Akaila,0,1
کرو,0,1
اکین,1,1
یہ ختم ہو گیا ہے,0,1
Akaiya,0,1
Okayeh,0,1
وہ آیا,0,1
اککی,1,0
اکاکوسس,1,0
تصور کریں,0,1
اکال,0,0
میرا بھائی,1,1
اکوم,1,0
اکین,0,0
اککاشا,0,0
اکنی,1,1
اکانش,1,0
اکساہا,0,1
اکتا,0,0
چاہتے ہیں,1,1
سے Akara,0,1
روشنی,0,0.704472843
Akaria,0,1
توجہ,1,1
اکش,1,0
اکشا,0,1
اکشیدپ,1,1
اکاکیا,0,1
اکشی,1,0
اکاکیا,0,1
وہ کھڑا نہیں ہے,0,0
ببول,0,0
اککا,0,1
Akaycia,0,1
سے Akay,1,1
ایک عورت,0,1
عاقل,0,1
اکیلیا,0,1
اکساہا,0,1
Akaysia,0,1
اکبر,1,0
اکبری,0,0
سب سے بڑا,1,1
خالی,0,1
اقبال,1,1
Akeam,1,1
جی ہاں,0,1
پیر,0,1
اکبیا,0,1
کھول دیا,0,1
اکبیب,1,1
ایکل,1,1
اکیلا,0,1
اککیہ,0,1
Akeem,1,0
Akeema,0,1
ہیرو,1,1
Akeena,0,1
Akeera,0,1
Akeesha,0,1
اکیلا,0,1
Akeia,0,1
گھوڑے کی دوڑ,0,1
اکیل,1,1
میں نے کیا,0,1
اقلیہ,0,1
اکم,1,1
ٹھیک ہے,1,1
طالب علم,0,1
اکایشا,0,1
ذیلی قسم اور,0,1
اکیلا,0,1
اکیلا,0,1
اکیلیا,0,1
اکیم,1,1
اکیمی,0,0
اکیری,0,1
ونڈو,1,1
اکینا,0,1
ونڈو,0,1
اکینیا,0,1
ایسا نہ کرو,0,1
AKER,1,1
اکرا,0,0.980544747
اکراہ,0,1
اکیریا,0,1
اکیریہ,0,1
اکرا,0,1
کیڑے,0,1
ایک پاگل ہو سکتا ہے,0,1
اکشی آران,0,1
اکیٹزالی,0,1
اکٹیزیالی,0,1
اکیٹزالی,0,1
اکیویا,0,1
اکای,0,1
اکایہ,0,1
چلو چلتے ہیں,0,1
Akeyl کو,0,1
قبول کرو,0,1
اکائرا,0,1
اخلاق,1,0
آخری,1,1
تھکا ہوا نہیں,0,0
اکیلے,1,1
سب سے بہترین,1,0
کیڑے,1,1
Akhenaten,1,0
Akhenaton,1,0
میرا بھائی,1,1
اخیا,0,1
پین,1,0
وہ غریب ہے,0,0
اکیلش,1,1
اکیلشویر,1,0
Akhilles,1,1
اکیلیلس,1,1
اختتام,1,1
ٹھیک ہے,0,1
اخیا,0,1
اخلاق,1,0
Akhlesh,1,0
Akhlish,1,0
احمد,1,0
آخہ,0,0
اختر,1,0
اختر,0,0
جو,1,0
اکیا,0,0.941795666
اکیس,0,1
اکانا,0,1
اکب,1,0
بچت,1,0
اکڈا,1,0.736842105
شوگی,0,0.6875
آنکھیں,0,1
Akiel,1,1
Akiela,0,1
آنکھوں کے لئے,1,1
Akiera,0,1
Akierra,0,1
اکسیہ,0,1
عاکف,1,1
وہ مر گیا,0,0
اکفا,0,0
Akihiro,1,1
اکیکو,0,0
اککور,1,1
آکل,1,1
اکیلا,0,1
Akilah,0,0
اکلان,1,1
اکیلس,1,1
اکیلش,1,1
انٹیلی جنس,1,0.635332253
رو رہا ہے,0,1
اکیلینا,0,0
کوائف,1,1
اکم,1,0
اکم,0,1
آکی,0,1
اکین,1,1
اکینا,0,1
میرا,1,1
اکینولولو,1,1
یہ ٹھنڈی ہے,1,1
متعارف کرایا,1,1
انڈیکس,1,1
اخبار,1,1
یہ مضحکہ خیز نہیں ہے,1,1
نہیں,0,0
اکیو,1,0
منظور,1,1
آکیرا,3,0
آکیرا ایچ,0,1
جن,0,1
اسکرین,0,1
حاصل کریں,1,1
ایککر,0,1
بند کرو,0,1
وہ پکارتا ہے,0,1
اکتا,0,1
اکٹو,1,1
اکیو,1,0
خالی گھر,0,1
ضیا:,0,1
اکیلہ,0,1
اکریرا,0,1
اککاش,1,0
اککی,1,0
aklima,0,0
اکمل,1,1
کہ کس طرح,1,0.814814815
میں کہتا ہوں,1,1
اکون,1,0.792207792
اکونی,1,0
اکاؤنڈ,1,1
Akos کی,1,1
اہم,0,1
وہ کرے گا,0,1
Akosua,0,0
اکیا,0,1
اکپفورچر,3,0
اکرم,1,0
کنارے,0,1
استقبال,1,1
اکٹی,0,1
اکسا,0,1
اکا,0,0
اکسا,0,0
اکسانہ,0,1
میں ناکامی,1,1
Aksel,1,0
شافٹ,1,0
اک,1,1
اکشا,0,1
اکشاد,0,1
اختاج,1,1
ایکشن,1,1
ایکشن,0,0
خط,1,1
اکشا,0,1
خطوط,1,1
اکتٹ,1,1
akshata,0,1
اکھاتھ,1,1
اکشی,1,0
اکشاہ,0,1
اکشایا,0,0
اکشن,1,1
اکشی,1,1
اکشن,1,1
اکشٹ,1,1
اکشا,0,1
اکشیت,1,1
وہ کرتا ہے,0,1
البتہ,1,0
بالکل,1,1
عمل,0,0
مزید,0,0
Aktri,0,0
مجھے,1,0
خدا,0,0
اداکاری,3,0
اکیویلا,1,1
افسوس,1,1
اکیلی,0,0
اکورا,0,1
پانی کے لئے,0,0
اکسیسی,1,1
وہ بہرے ہے,0,1
اککسیل,1,1
اکیا,0,1
غیر معمولی,0,1
ٹھیک ہے,0,1
اککیہ,0,1
اکیلا,0,1
اکیلہ,0,1
اکرا,0,1
اکہرا,0,1
Vacuums,0,1
Akirie,1,1
Akzel,1,1
ال,1,0
Al0k,1,0
الا,1,0
Alaa کی,0,0
Alaa کی,0,0.723712835
ایلن,1,1
الانا,0,1
بیٹی,0,0
الاباما,0,1
ALAC,1,1
Alacia,0,1
Alacyia,0,1
علاء,1,0
Aladin میں,1,1
علاء,1,1
الادری,0,1
پنکھوں,0,1
زندہ,0,1
الینا,0,1
Alaetra,0,1
الیاہ,0,1
امن,0,1
Alagie,1,1
الہ,0,1
Alahbasri,0,0
الیاہ,0,1
غلط,0,1
ہیلو,0,1
Alahnna,0,1
الائی,1,0.545454545
الیاہ,0,0
الیاہ,0,1
البابا,0,0
ہاتھ,0,1
الہیہ,0,1
الاسکا,0,1
Alaija,0,1
علاج,0,0.991197183
ہوائی,0,1
موٹائی,0,0
پھر,0,1
اللاہہ,0,1
الین,1,0
الینا,0,0
الینہ,0,1
Alaine,0,1
Alainey,0,1
پتلا,0,1
الینی,0,1
الینا,0,1
الینناہ,0,1
Alair,0,1
الیریرا,0,1
الیری,0,1
الیسسا,0,1
الیسسیر,1,1
قتل کرنے کے لئے,0,1
زیر زمین,0,1
ایلسٹر,1,1
علیا,0,1
الیاہ,0,1
الیاہ,0,1
علاء,0,1
علیاہ,0,1
ایک بھرا ہوا,0,1
خوش آمدید,0,1
الجہہ,0,1
Alejandro,1,1
اجنبی,0,1
Alajhia,0,1
Alajia,0,1
الحجیاہ,0,1
alajos,1,0
توسیع,1,1
لیڈ,1,1
الکیسی,1,1
رسمی,1,1
الاللہ,0,1
الاللہ,0,1
عالم,1,1
ملک,0,1
الامو,0,1
الامانڈا,0,0
سگنل,0,1
پیتل,0,1
Alameda,0,1
Alameen,1,1
ال امین,1,1
جانیں,1,1
ال امین,1,1
علاقے,1,0
ایلن,0,0
الانہ,0,1
الانا لوء,0,0
الانا گلاب,0,0
ایلن,1,1
ایلنسیا,0,1
الند,1,1
علاقے میں,0,1
الینڈر,1,1
Alandis,1,1
النڈو,1,1
الینڈرا,0,1
الینڈری,1,1
الندریرا,0,1
الندریہ,0,1
ذلت,1,1
الین,0,1
انا,0,1
Alanee,0,1
Alaney,0,1
Alani,0,0.992249428
الیاہ,0,1
ایلن,0,1
Alanya,0,1
ایلنس,0,0
الانیز,0,1
Alanmichael,1,1
ایلن,1,1
الانا,0,0
الیاہ,0,0
ہدایات,0,1
الینی,0,1
ایلن,0,0
ایلن,0,1
الانیزس,0,1
Alano,1,1
Anoud,0,1
Alanoud,0,1
ایلن,1,1
Alanson,1,1
الٹا,0,1
Alantae,1,1
باہر,1,0.818996416
Alantis,0,1
الانترا,0,1
مشروط,0,1
Alanya کے,0,1
Alanyah,0,0
البانی,0,1
الانزو,1,1
الاؤس,1,0
فنڈ,0,0
الارا,0,1
Alarah,0,1
زمین,1,0
الاریا,0,1
alaric,1,0
Alarice,0,1
Alarick,1,1
Alarie,0,1
الریسر,1,1
الارس,0,1
الرن,0,0
الرنہ,0,0
این,0,0
الاسیر,1,0
الاسہریر,1,1
ایک بیوکوف,0,1
اس نے یاد کیا,0,1
الاسیا,0,1
علیاہ,0,1
الاسکا,0,1
Alassandra,0,1
Alassane,1,1
Alastair,1,0
Alastaire,1,1
Alastar,1,0
الاسٹر,1,1
الاسٹر,1,1
التاہ,0,1
Aljudin,1,0
الونا,0,1
Alaunah,0,1
الہندرا,0,1
الاؤنس,0,1
پنیر,0,1
الورا,0,1
الوراہ,0,1
الوداع,0,0
الاوہ,0,1
برعکس,1,1
الیگزینڈر,1,1
الیکشنرا,0,1
الیکشنیا,0,1
شیڈو,0,1
چڑھا,1,1
علیا,0,1
یہ,0,1
الیاہ,0,1
الیانا,0,0
الیاسیا,0,1
الیاسیا,0,1
الیاڈا,0,1
معلومات,1,0.6875
علیا,0,1
اسے پھینک دیں,0,1
الیاہ,0,1
الیاجا,0,1
معاف کرو,0,1
الیاہ,0,1
الیاج,0,1
الییجیہ,0,1
Ayla,0,1
Ayla,0,1
اسے لے لو,1,1
ہمارے پاس ہے,0,0
الینا,0,1
Alayne,0,1
قسمت میں,0,1
الینی,0,1
الینا,0,1
الینا,0,1
الیسا,0,1
زندگی,0,1
زندگی,0,1
الیاسیا,0,1
الیاسیا,0,1
الیسا,0,1
الیاہیا,0,1
الیازا,0,1
الیازا,0,1
علیزہ,0,1
پھیلانا,0,1
ایلیس,0,1
الیازہ,0,1
الازا,0,1
الازا,0,1
الازہ,0,1
الارزر,1,1
الازای,0,1
Azaya,0,1
الجزائر,0,1
جہنم,0,1
Alazhia,0,1
الازیا,0,1
الازہہ,0,1
الازن,0,0
البا,0,0
وائٹ ہاؤس,1,0
الباکاشا,1,0
البان,1,0
البانی,0,1
البانی,0,1
البانیہ,0,1
albano کی,1,0
Alban کی,1,0
البانی,0,0.991539763
Albaraka,1,1
Albaraka,1,1
Albaro,1,1
Albatol,0,0
البرٹروس,1,0
گوروں,1,1
Albee,0,1
البیرو,1,1
البمز,1,1
Albena,0,0
البر,1,1
البردیا,0,1
البرک,1,0
البرکچ,1,0
Alberico,1,0
البرٹ,1,0
البرٹا,0,0
البرٹ,1,0
Alberte,1,0
البرہہ,0,1
البرتھ,1,1
Albertha,0,1
البرٹیا,0,1
البرٹیکو,1,1
البرٹی,0,1
البرٹین,0,0
Albertine,0,0
البرٹس,1,1
البرٹجیم,1,1
البرٹو,1,0
البرٹس,1,0
البرسا,0,1
البی,1,1
بلیچ,1,1
Albia,0,1
البی,0,0.540909091
Albieri,1,1
Albieris,1,1
البانی,1,1
Albin,1,0
سے Albina,0,0
شہد کی مکھیوں کی,0,0
البانی,1,0
ایلبمز,1,0
البانی,1,1
البانی,0,1
البرڈا,0,1
کرنے Albirdi,0,1
ایک مہینہ,0,1
البرٹا,0,1
البوبین,1,0
البانی,1,1
البرز,1,0
Albrecht کے,1,0
Albree,0,1
Albrey,0,1
Albria,0,1
مند sapwood,1,1
البرس,1,0
یلبی,1,0
الکیس,1,0
الکواریا,0,1
الکواری,1,1
Alcee,1,1
کیمیا,0,1
Alcia,0,1
Alcibiades,1,0
Alcide,1,0
Alcides,1,0
یلس,0,0.972067039
الیکینا,0,1
الیکندر,1,1
Alcine,0,1
Alcippe,0,0
الکسیسی,0,0
Alco,1,1
الکوزین,1,1
Alcus,1,1
Alcy,0,1
الیشون,0,0
Alda کی,0,0
DAH,0,1
اللہحیر,1,1
Aldair,1,1
Aldan,1,1
Aldana,0,1
منسٹر,1,1
ڈین,1,1
گاؤں,0,1
طرف,0,0.683760684
Aldebrand,1,0
مذہب,0,1
سپرے,1,0
Aldegonda,0,0
Aldegund,0,0
الڈرمر,1,1
Alden,1,0
Aldena,0,1
Aldene,0,0.985795455
عمر,1,0.93175853
الڈریک,1,1
Aldert,1,0
ایڈڈیئر,1,1
وسوسہ,1,0
حصہ وقت,0,1
Aldie,1,0.65625
ایلیڈیانا,0,1
مذہب,1,0
Aldma,0,0
Aldine,0,0.835758836
Aldis,1,1
Aldith,0,0
آلدو,1,0
Aldolfo,1,1
Aldon,1,1
اڈونونا,0,0
اڈونیا,0,1
Aldonna,0,1
Aldor,1,1
اڈورا,0,1
Aldoris,0,1
Aldous,1,0
Aldred,1,1
Aldreda,0,0
Aldren,1,1
Aldrena,0,1
Aldric,1,0
Aldrich,1,1
Aldrick,1,1
Aldridge,1,1
Aldrik,1,1
الڈرین,1,1
عمر,0,1
اس طرح,3,0
اڈڈون,1,0
مذہب,1,0.651685393
Aldyth,0,1
لیکن,1,0
سے Alea,0,0
الیاسیا,0,1
الہہ,0,0
علہ,0,1
الیاہ,0,1
ایلیا,0,1
ایلن,0,1
ایلن,0,1
Aleander,1,1
Aleandra,0,1
Alcan,0,1
Aleanna,0,1
الاراارا,0,1
چنا,0,1
براہ مہربانی,0,0
Aleasha,0,1
Aleashia,0,1
الیاسیا,0,1
Aleata,0,1
البتہ,0,1
Aleathea,0,1
حدیث,0,1
Aleatra,0,1
جبڑے,0,1
الیاہ,0,1
الازایہ,0,0
Alec,1,0
الکا,0,1
Alecander,1,1
Aleccia,0,1
Alece,0,1
Alecea,0,1
Aleceia,0,1
بند کرو,0,1
Alechandre,1,1
Alechandro,1,1
الیچیا,0,1
الیاسیا,0,0
الیاس ہیلی لائی,0,0
الیکرم,0,1
Aleck,1,1
الکاسا,0,1
Alecsander,1,1
Alecsandra,0,1
Alecsis,0,1
Alecto,0,0
Alectra,0,1
Alecxa,0,1
Alecxander,1,1
الیکسییا,0,1
Alecxis,1,1
Aleczander,1,1
Aleczandria,0,1
Aled,1,0
Aleda,0,1
الڈررا,0,1
گلی,0,0.885601578
ایلے,0,1
الیاہ,0,1
البانیہ,0,1
Aleece,0,1
الیکیا,0,1
الیکیا,0,1
ان پر,0,1
Aleeka,0,1
پسند,0,1
Aleem,1,1
الیما,0,1
Aleemah,0,1
ایلین,0,1
Aleena,0,1
الینہہ,0,1
حالیہ تبدیلیاں,0,1
Aleera,0,1
وہ کوشش کرتے ہیں,0,1
Aleese,0,1
علیاہ,0,0
Aleeshba,0,0
ایلیلیا,0,1
Aleesia,0,1
Aleeta,0,1
Aleeya,0,1
الیاہ,0,1
ایلیلا,0,1
حلیفہ,0,1
Aleezay,0,1
الیگسی,0,1
ایلجینڈرا,0,1
Alejandro,1,1
Alegra,0,1
خوشی,0,1
خوشی,0,1
علہ,0,1
ایونیو,0,1
الیاہ,0,1
الجاجا,0,1
ایلیایا,0,1
Aleid,0,0
Aleida,0,0
Aleidy,0,1
Aleigh,0,1
Aleigha,0,1
Aleighana,0,1
الیرتنا,0,1
الہیہیا,0,1
Aleighna,0,1
Aleighsha,0,1
الیاہ,0,1
Aleiha,0,1
ایلیاہ,0,1
پسند,0,1
الیلی,0,1
ALEIN,0,1
Aleinah,0,1
تنہا,0,1
Aleida,0,1
Aleisa,0,1
Aleise,0,1
علیا,0,1
الیاشا لیگ,0,0
الیشا میری,0,0
Aleishia,0,1
Aleister,1,1
Aleita,0,1
Aleitha,0,1
Aleix,1,0
Aleixo,1,0
کلاس A,0,1
یہ,0,1
شامل ہوں,0,1
الجاجا,0,1
Alejandro,1,1
تیاری,0,1
منتقل,1,1
الجنجر,1,1
ایلجینڈرا,0,0
الجندریہ,0,1
Alejandrina,0,1
Alejandro,1,0
Alejo,1,0
Alejondro,1,1
دور,1,1
Alec,1,0.981349424
الکا,0,1
Alekai,1,1
Alekay,1,1
گراف,1,1
کلو,0,1
Aleki,1,1
بتاؤ,1,1
سے Aleks,1,0
Aleksa,0,0.896174863
Alexax,0,1
Aleksandar,1,0
الیگزینڈر,1,0
الیگزینڈر,1,0
الیگزینڈر,0,0
الیگزینڈر,1,0
الیکشنڈر,1,0
الیکشنیا,0,1
Alexandrina,0,0
الیگزینڈر,1,0
الیگزینڈر,1,0
الیگزینڈر,1,0
الیگزینڈر,1,0
یلیکس,1,1
Alexey,1,0
Aleksej,1,0
Alexey,1,1
Alexey,1,0
Aleksi,1,0
ہے Aleksa,0,1
Aleksis,0,0.931506849
یلیکس,1,1
الیکسی,1,0
Alekto,0,0
الیکٹرا,0,1
Alekxa,0,1
Alekxander,1,1
گلی,0,1
Aleksa,0,1
الیگزینڈر,1,1
الیگزینڈر,1,1
Alekzandra,0,1
Alela,0,1
اللی,0,1
اللیلیا,0,1
alleles,0,1
درد,1,0
Alema,1,1
Alemayehu,3,0
الین,1,0
الینا,0,0
الینہ,0,1
ایلنسیا,0,1
Alend,1,1
الینڈا,0,1
تنہا,0,0
پبلک,0,1
Alenia,0,1
الینس,0,1
الینکا,0,0
کم کریں,0,1
الینہہ,0,1
النس,1,1
الینی,0,1
فائدہ,0,1
Aleph,1,0.9
گلی,1,1
الرا,0,1
alerah,0,1
الیریاہ,0,1
Aleric,1,1
ونگ,0,1
الیرون,1,1
چنا,1,1
الساسا,0,1
الیسانا,0,1
Alesander,1,0
الیسینڈینڈرا,0,1
Alessandro کی,1,1
Alescia,0,1
چنا,0,1
الیسا,0,1
علیا,0,0
الشی جے,0,0
الیسہ ایم اے,0,0
الیشانی,0,1
الیسہ,0,1
الیسیا,0,1
الیشکا,0,1
غصہ,0,0
Alesi,0,1
الیسیا,0,0
Alesio کی,1,1
Alesiram,0,1
Alesja,0,0
الیسکا,0,1
alessa میں,0,0
alessand,1,1
الیسسٹر,1,1
Alessandra کے,0,0
اسکندریہ,0,1
Alessandro کی,1,0
السی,0,1
Alessia کی,0,0
Alessio کی,1,0
الیسو,1,1
الیسونڈیرا,0,1
الیسیا,0,1
الیسیا,0,1
فائن,0,0
الٹا,0,0
Alethea,0,0
Aletheia,0,1
الٹیہیا,0,1
Aletia,0,1
Aletra,0,1
Aletris,0,1
اسے چھپائیں,0,1
Aletta,0,1
پنکھ,0,1
گرانٹ,0,1
شعلے,0,0
Alevia,0,1
یلیکس,3,0
Alexa,0,0
Alexa Abby,0,0
Alexader,1,1
یلیکسادرا,0,1
الیکسہ,0,1
الیکسا ایم اے,0,0
Alexamarie,0,1
Alexan,1,1
الیکنانا,0,1
الیکشن,1,1
Alexanda,0,1
الیکشنر,1,1
الیگزینڈر,1,1
الیگزینڈر,1,0
الیکشنرا,0,1
الیگزینڈریا,0,1
الگزینڈرجیم,1,1
الیگزینڈر جیمز,1,1
الیکشنیا,0,1
الیکشنیا,0,1
الیکشنور,1,1
ایگزینڈر,1,0
الیکشنرا,0,0
الیکشنرا,0,1
الیکشنڈر,1,0
الیکشنری,0,0
الیگزینڈر پرنس,1,1
الیکشنیا,0,1
الیگزینڈر,1,1
الیکشنرو,1,1
الیکشنیا,0,0
الیکشنیاہ,0,1
اسکندریہ,0,0
Alexandrina میں,0,0
Alexandrine,0,0
الیگزینڈرا,1,1
Alexandros,1,0
سے Alexandru,1,0
الیکشنری,0,1
الیگزینڈر,1,1
Alexann,0,1
Alexanna,0,1
یلیکسنڈررا,0,1
Alexanne,0,1
الیکشنرا,0,1
Alexarae,0,1
Alexaray,0,1
ایلیکس گلاب,0,0
یلیکس,0,1
الکساندنڈرا,0,1
یلیکسواؤنڈری,0,1
یلیکسواڈوریا,0,1
الیکاویا,0,1
الیکویئر,1,1
Alexavior,1,1
Alexey,0,0
alexc,0,1
alexc,0,0.951327434
Alexcia,0,1
Alexe,0,1
الیکسیا,0,1
Alexee,0,1
الیکسی,1,0
الیکسیا,0,1
الیکسی,1,0
یلیکسینڈر,1,1
ایگزیکٹو,0,1
Alexendria,0,1
Alexis,0,0.834326579
Alexeus,0,1
Alexey,1,0
Alexeya,0,1
Alexi,0,0.718690882
الیکسیا,0,0
الیکسیاہ,0,1
یلیکسیا leigh,0,0
الیکسیا ایم اے,0,0
Alexian,1,1
Alexiana,0,1
Alexianna,0,1
الیکسیا,0,1
Alexica,0,1
یلیکسیکیا,0,1
Alexie کی,0,0.849045691
Alexios,0,1
Alexiel,0,0.5
Alexies,0,1
Alexina,0,0
Alexine,0,1
alexio,1,1
Alexiona,0,1
Alexionna,0,1
Alexios,1,0
یکساں,0,1
Alexis,3,0
یلیکسسا,0,1
یلیکسسیا,0,1
یلیکسسجڈ,0,1
یلیکسس لو,0,0
الیکسس ایم اے,0,0
Alexismarie,0,1
Alexisnicole,0,1
یلیکسیسروس,0,1
یلیکسس گلابی,0,0
Alexiss,0,0.96350365
یلیکسیوس,1,0
یلیکسئس لی,0,0
Alexix,0,0.880952381
Alexiya,0,1
Alexiyah,0,1
Alexiyana,0,1
Alexis,0,0.515564202
یلیکس جیمز,1,1
Alexjandro,1,1
یلیکس جے,1,1
الیگزینڈر,1,1
الیکشنرا,0,1
Alexondra,0,1
Alexondria,0,1
Alexous,0,1
Aleks,1,1
